"","ctl-treatA_Left","ctl-treatA_Right","ctl-treatA_Middle","ctl-treatA_Sides","ctl-treatA_MaxVal","ctl-treatA_MaxTime","ctl-treatB_Left","ctl-treatB_Right","ctl-treatB_Middle","ctl-treatB_Sides","ctl-treatB_MaxVal","ctl-treatB_MaxTime","treatA-treatB_Left","treatA-treatB_Right","treatA-treatB_Middle","treatA-treatB_Sides","treatA-treatB_MaxVal","treatA-treatB_MaxTime"
"PF3D7_0714400",0.256095759514488,0.376139633546475,0.598107082665941,0.0341283103950213,0.598107082665941,"Mid",0.0276209965244501,0.291324951757233,0.37010091982115,-0.0511549715394679,0.37010091982115,"Mid",-0.228474762990037,-0.0848146817892425,-0.228006162844791,-0.0852832819344892,-0.228474762990037,"Left"
"PF3D7_0714500",0.0343610924601112,0.140625630874203,0.339475887444589,-0.164489164110275,0.339475887444589,"Mid",-0.0996798793767346,0.270795687141222,0.296384995298803,-0.125269187534316,0.296384995298803,"Mid",-0.134040971836846,0.13017005626702,-0.0430908921457852,0.0392199765759589,-0.134040971836846,"Left"
"PF3D7_0714600",-0.00451401501792973,0.207724579614263,0.356828482712753,-0.153617918116419,0.356828482712753,"Mid",-0.213701224894116,-0.289962360927658,-0.241259728684035,-0.26240385713774,-0.289962360927658,"Right",-0.209187209876186,-0.497686940541922,-0.598088211396787,-0.108785939021321,-0.598088211396787,"Mid"
"PF3D7_0714700",-0.327492890784464,-1.8932149839875,-2.15422087283767,-0.0664870019342949,-2.15422087283767,"Mid",-0.411496234760567,-0.273612283793419,-0.939877443635893,0.254768925081907,-0.939877443635893,"Mid",-0.0840033439761025,1.61960270019408,1.21434342920177,0.321255927016201,1.61960270019408,"Right"
"PF3D7_0714900",-0.0225371161857684,-0.561325699984867,-0.69478566305685,0.110922846886215,-0.69478566305685,"Mid",-0.226872321290136,-0.0630939068192914,-0.0564369727439788,-0.233529255365448,-0.233529255365448,"Sides",-0.204335205104367,0.498231793165575,0.638348690312871,-0.344452102251663,0.638348690312871,"Mid"
"PF3D7_0715000",0.0820606015332459,-0.119249565385031,-0.166190336782588,0.129001372930803,-0.166190336782588,"Mid",-0.398633445355167,0.131894585026079,-0.0303054807400977,-0.23643337958899,-0.398633445355167,"Left",-0.480694046888412,0.25114415041111,0.135884856042491,-0.365434752519793,-0.480694046888412,"Left"
"PF3D7_0715100",-1.38743436297277,-0.916280157666486,-1.63704163092669,-0.666672889712571,-1.63704163092669,"Mid",-0.711566461229594,-0.466606051887876,-0.549978803521212,-0.628193709596258,-0.711566461229594,"Left",0.675867901743176,0.44967410577861,1.08706282740547,0.0384791801163134,1.08706282740547,"Mid"
"PF3D7_0715200",-0.19428919614317,0.0532831598314722,-0.0859591288058432,-0.0550469075058542,-0.19428919614317,"Left",0.0786964045360846,-0.00901170791932975,0.0705409863228116,-0.000856289706056747,0.0786964045360846,"Left",0.272985600679254,-0.062294867750802,0.156500115128655,0.0541906177997974,0.272985600679254,"Left"
"PF3D7_0715300",-0.348771309103252,-0.483055466874209,-0.600054496126143,-0.231772279851318,-0.600054496126143,"Mid",0.20675682393275,0.0224647050156315,0.0403294304400815,0.1888920985083,0.20675682393275,"Left",0.555528133036002,0.505520171889841,0.640383926566225,0.420664378359618,0.640383926566225,"Mid"
"PF3D7_0715400",0.190982338798755,-0.0900267634184798,0.213462340750831,-0.112506765370556,0.213462340750831,"Mid",0.60797357157379,0.173783045790435,0.585878262108821,0.195878355255404,0.60797357157379,"Left",0.416991232775035,0.263809809208915,0.37241592135799,0.30838512062596,0.416991232775035,"Left"
"PF3D7_0715500",0.166988230428445,-0.452475089373255,-0.27694856109036,-0.00853829785445064,-0.452475089373255,"Right",0.622467867617844,0.0736248877717226,0.405128789538774,0.290963965850793,0.622467867617844,"Left",0.455479637189399,0.526099977144977,0.682077350629134,0.299502263705244,0.682077350629134,"Mid"
"PF3D7_0715600",-0.140438714718999,-0.353673214233861,-0.195047157791526,-0.299064771161335,-0.353673214233861,"Right",-0.0189802445330488,0.00540957517454449,0.160109707909435,-0.173680377267939,-0.173680377267939,"Sides",0.12145847018595,0.359082789408406,0.355156865700961,0.125384393893395,0.359082789408406,"Right"
"PF3D7_0715700",-0.573669974981121,-0.0940187258255533,-0.0709475404399506,-0.596741160366724,-0.596741160366724,"Sides",0.204981457268681,0.324690955130951,0.637083227364093,-0.10741081496446,0.637083227364093,"Mid",0.778651432249803,0.418709680956505,0.708030767804044,0.489330345402265,0.778651432249803,"Left"
"PF3D7_0715800",-0.108008806460443,-0.142291081368896,-0.133003070631842,-0.117296817197497,-0.142291081368896,"Right",0.193391644368206,0.0546235687604197,0.201125384971977,0.0468898281566483,0.201125384971977,"Mid",0.301400450828649,0.196914650129315,0.334128455603819,0.164186645354145,0.334128455603819,"Mid"
"PF3D7_0715900",-0.103253432041634,-0.36418466533284,-0.247732016246829,-0.219706081127646,-0.36418466533284,"Right",0.345287359490793,-0.175493683537042,0.204887751488177,-0.0350940755344266,0.345287359490793,"Left",0.448540791532427,0.188690981795798,0.452619767735006,0.18461200559322,0.452619767735006,"Mid"
"PF3D7_0716000",-0.0586024662221444,0.0965652828029429,0.0926963977555233,-0.0547335811747245,0.0965652828029429,"Right",-0.194003357635496,-0.348445730169344,-0.431719683612019,-0.11072940419282,-0.431719683612019,"Mid",-0.135400891413351,-0.445011012972287,-0.524416081367543,-0.0559958230180959,-0.524416081367543,"Mid"
"PF3D7_0716100",0.150854627963655,0.415517695962436,0.417091152063502,0.14928117186259,0.417091152063502,"Mid",-0.0155955200997363,-0.238243564752189,-0.117832503142042,-0.136006581709883,-0.238243564752189,"Right",-0.166450148063391,-0.653761260714625,-0.534923655205544,-0.285287753572473,-0.653761260714625,"Right"
"PF3D7_0716200",0.438766912950693,0.331454840781852,0.698882162730491,0.0713395910020549,0.698882162730491,"Mid",0.268924236716765,0.252710926272042,0.479700172540831,0.0419349904479762,0.479700172540831,"Mid",-0.169842676233929,-0.0787439145098098,-0.21918199018966,-0.0294046005540787,-0.21918199018966,"Mid"
"PF3D7_0716300",-0.0221793500606562,0.409577489793632,0.594234707578704,-0.206836567845729,0.594234707578704,"Mid",-0.0270838066855889,0.0543795233290574,0.186015052932476,-0.158719336289009,0.186015052932476,"Mid",-0.00490445662493276,-0.355197966464575,-0.408219654646228,0.0481172315567201,-0.408219654646228,"Mid"
"PF3D7_0716400",0.158264119184662,-0.224294299564347,-0.00343402908171922,-0.0625961512979652,-0.224294299564347,"Right",0.210831478011846,0.0784002831695346,0.255628714163142,0.0336030470182386,0.255628714163142,"Mid",0.0525673588271836,0.302694582733881,0.259062743244861,0.0961991983162038,0.302694582733881,"Right"
"PF3D7_0716500",-0.15853208730943,-0.156198075125821,-0.0871102436843619,-0.22761991875089,-0.22761991875089,"Sides",0.0630720713320246,-0.0940663953984896,0.184449495614532,-0.215443819680997,-0.215443819680997,"Sides",0.221604158641454,0.0621316797273316,0.271559739298894,0.0121760990698921,0.271559739298894,"Mid"
"PF3D7_0716600",0.0157021135197479,0.0443904226758587,0.104698880318372,-0.044606344122765,0.104698880318372,"Mid",0.106315292664326,0.122704909353908,0.23906770274168,-0.0100475007234461,0.23906770274168,"Mid",0.0906131791445779,0.0783144866780497,0.134368822423309,0.0345588433993188,0.134368822423309,"Mid"
"PF3D7_0716700",0.12638328214637,-0.237290214091024,-0.375503136467519,0.264596204522865,-0.375503136467519,"Mid",0.160701722266423,-0.0798101060837847,0.109694085507485,-0.028802469324847,0.160701722266423,"Left",0.0343184401200526,0.15748010800724,0.485197221975004,-0.293398673847712,0.485197221975004,"Mid"
"PF3D7_0716800",0.165983153608591,0.276016152804167,0.267393386704723,0.174605919708035,0.276016152804167,"Right",-0.155774323240758,0.0176799117921356,0.0321362720421394,-0.170230683490761,-0.170230683490761,"Sides",-0.321757476849348,-0.258336241012032,-0.235257114662584,-0.344836603198796,-0.344836603198796,"Sides"
"PF3D7_0716900",0.129264174411196,0.302913217251037,0.587995356862351,-0.155817965200118,0.587995356862351,"Mid",0.113809111977251,0.0907382020862681,0.395134261076241,-0.190586947012721,0.395134261076241,"Mid",-0.0154550624339443,-0.212175015164769,-0.19286109578611,-0.0347689818126029,-0.212175015164769,"Right"
"PF3D7_0717000",-0.154081479484509,-0.688845405662753,-0.815531623033973,-0.0273952621132894,-0.815531623033973,"Mid",0.164443681806542,0.0797914894737289,-0.0287026320692308,0.272937803349502,0.272937803349502,"Sides",0.318525161291052,0.768636895136482,0.786828990964742,0.300333065462791,0.786828990964742,"Mid"
"PF3D7_0717100",0.363962989840584,0.50687366775312,0.6634347085407,0.207401949053004,0.6634347085407,"Mid",0.164581188355249,0.105679825312364,0.285146474329151,-0.0148854606615377,0.285146474329151,"Mid",-0.199381801485334,-0.401193842440756,-0.37828823421155,-0.222287409714541,-0.401193842440756,"Right"
"PF3D7_0717200",-0.0343859965193478,0.281766453392209,0.38050021613812,-0.133119759265259,0.38050021613812,"Mid",0.00380064766433016,-0.0889872116145764,0.0733424351716691,-0.158528999121916,-0.158528999121916,"Sides",0.0381866441836779,-0.370753665006786,-0.307157780966451,-0.0254092398566564,-0.370753665006786,"Right"
"PF3D7_0717300",0.0435793388261214,0.344707277407953,0.384817340593648,0.0034692756404264,0.384817340593648,"Mid",-0.043077088504773,0.0123276644215026,0.0285694712423279,-0.0593188953255984,-0.0593188953255984,"Sides",-0.0866564273308944,-0.332379612986451,-0.35624786935132,-0.0627881709660248,-0.35624786935132,"Mid"
"PF3D7_0717400",0.146033532043668,0.306113802551876,0.5176318809631,-0.065484546367556,0.5176318809631,"Mid",0.0461999487465767,0.00844605766953205,0.201660352275445,-0.147014345859336,0.201660352275445,"Mid",-0.0998335832970915,-0.297667744882344,-0.315971528687655,-0.08152979949178,-0.315971528687655,"Mid"
"PF3D7_0717500",0.0625381285254296,0.149637782228472,0.267821655624321,-0.0556457448704195,0.267821655624321,"Mid",0.0308571953225848,-0.226476204613278,-0.087558392403939,-0.108060616886754,-0.226476204613278,"Right",-0.0316809332028448,-0.37611398684175,-0.35538004802826,-0.0524148720163348,-0.37611398684175,"Right"
"PF3D7_0717600",0.237284990695872,0.0484541075038928,0.168667614112035,0.11707148408773,0.237284990695872,"Left",0.261936593786659,0.15884062263931,0.31536612230168,0.105411094124289,0.31536612230168,"Mid",0.0246516030907864,0.110386515135417,0.146698508189645,-0.0116603899634415,0.146698508189645,"Mid"
"PF3D7_0717700",0.033296706833797,0.0212394935075676,0.174236204397247,-0.119700004055883,0.174236204397247,"Mid",0.0863658228055404,0.267371779074889,0.3600774299964,-0.00633982811597073,0.3600774299964,"Mid",0.0530691159717434,0.246132285567321,0.185841225599153,0.113360175939912,0.246132285567321,"Right"
"PF3D7_0717800",0.0480354615435404,-0.15380136672588,-0.356047382563179,0.250281477380839,-0.356047382563179,"Mid",-0.10817267102462,-0.0655436426009964,-0.23449535404199,0.0607790404163739,-0.23449535404199,"Mid",-0.15620813256816,0.0882577241248836,0.121552028521189,-0.189502436964465,-0.189502436964465,"Sides"
"PF3D7_0717900",0.110658378287931,0.18032006919567,0.232767469779556,0.0582109777040448,0.232767469779556,"Mid",0.0517953520463042,0.201032909225678,0.191571508743188,0.0612567525287942,0.201032909225678,"Right",-0.0588630262416267,0.0207128400300086,-0.0411959610363677,0.00304577482474947,-0.0588630262416267,"Left"
"PF3D7_0718000",0.240034761020411,0.247547855627712,0.222847044641633,0.26473557200649,0.26473557200649,"Sides",-0.0361694532832659,-0.0928990186288202,-0.0399236852386934,-0.0891447866733927,-0.0928990186288202,"Right",-0.276204214303677,-0.340446874256532,-0.262770729880326,-0.353880358679883,-0.353880358679883,"Sides"
"PF3D7_0718100",-0.522985537907363,-0.11639725716927,-0.318680380968648,-0.320702414107984,-0.522985537907363,"Left",0.136044216555567,-0.0869206639935201,0.141188731460945,-0.0920651788988986,0.141188731460945,"Mid",0.65902975446293,0.0294765931757495,0.459869112429594,0.228637235209086,0.65902975446293,"Left"
"PF3D7_0718300",-0.118441837328947,-0.103290174414867,-0.417900734860643,0.196168723116829,-0.417900734860643,"Mid",0.0212293313251083,0.156640270106377,-0.0165231066957433,0.194392708127228,0.194392708127228,"Sides",0.139671168654055,0.259930444521244,0.4013776281649,-0.00177601498960125,0.4013776281649,"Mid"
"PF3D7_0718400",-0.56088391834547,-0.157331209037687,-0.434934163107484,-0.283280964275674,-0.56088391834547,"Left",-0.357178879756488,0.0494116842296519,-0.0899385297779546,-0.217828665748882,-0.357178879756488,"Left",0.203705038588982,0.206742893267339,0.344995633329529,0.0654522985267925,0.344995633329529,"Mid"
"PF3D7_0718500",0.112435214188958,0.0528474203619406,0.159583687688577,0.00569894686232095,0.159583687688577,"Mid",0.139994647396405,0.286562959769596,0.365913380318803,0.0606442268471968,0.365913380318803,"Mid",0.0275594332074471,0.233715539407655,0.206329692630226,0.0549452799848758,0.233715539407655,"Right"
"PF3D7_0718600",-0.247424809775735,-0.0984927728140386,-0.297171772784619,-0.0487458098051547,-0.297171772784619,"Mid",0.245822793265941,0.505169563526214,0.224053181183543,0.526939175608611,0.526939175608611,"Sides",0.493247603041675,0.603662336340252,0.521224953968162,0.575684985413766,0.603662336340252,"Right"
"PF3D7_0718700",0.305636525443675,0.116160084196661,0.187203380623984,0.234593229016352,0.305636525443675,"Left",0.348014741052688,0.280295356854537,0.378704321004607,0.249605776902618,0.378704321004607,"Mid",0.0423782156090132,0.164135272657876,0.191500940380624,0.0150125478862661,0.191500940380624,"Mid"
"PF3D7_0718800",-0.0887612475854645,-0.00101862573544723,-0.153327039002995,0.0635471656820833,-0.153327039002995,"Mid",0.703452494279236,0.375434289299562,0.760563609922747,0.318323173656051,0.760563609922747,"Mid",0.792213741864701,0.376452915035009,0.913890648925742,0.254776007973968,0.913890648925742,"Mid"
"PF3D7_0718900",0.0151743328364171,0.132215225001299,0.0796779433862277,0.0677116144514882,0.132215225001299,"Right",-0.137585281827562,-0.19248099054917,-0.151775634586406,-0.178290637790326,-0.19248099054917,"Right",-0.152759614663979,-0.324696215550469,-0.231453577972634,-0.246002252241815,-0.324696215550469,"Right"
"PF3D7_0719000",0.00690527867291625,0.18488943108709,0.293447361717257,-0.101652651957251,0.293447361717257,"Mid",-0.0490723572822499,0.216491027451614,0.262781808779994,-0.0953631386106301,0.262781808779994,"Mid",-0.0559776359551662,0.0316015963645239,-0.0306655529372632,0.00628951334662088,-0.0559776359551662,"Left"
"PF3D7_0719100",0.0562574877682559,-0.311531991024875,-0.0436195744156418,-0.211654928840978,-0.311531991024875,"Right",0.315111719801737,0.0778961465197277,0.394775083872399,-0.00176721755093365,0.394775083872399,"Mid",0.258854232033481,0.389428137544603,0.438394658288041,0.209887711290044,0.438394658288041,"Mid"
"PF3D7_0719200",0.165553090188138,-0.528460917231098,-0.813963875052679,0.45105604800972,-0.813963875052679,"Mid",0.276312569084307,0.163782823466296,0.157035535011113,0.28305985753949,0.28305985753949,"Sides",0.110759478896169,0.692243740697394,0.970999410063793,-0.16799619047023,0.970999410063793,"Mid"
"PF3D7_0719300",0.141062146133279,0.13139782107743,0.292365421599657,-0.0199054543889487,0.292365421599657,"Mid",0.149993645150986,0.317469927861373,0.33621439699283,0.131249176019529,0.33621439699283,"Mid",0.00893149901770646,0.186072106783944,0.0438489753931726,0.151154630408478,0.186072106783944,"Right"
"PF3D7_0719400",0.0637732638104478,0.342703077140883,0.330432366856504,0.0760439740948271,0.342703077140883,"Right",0.0249277384370385,-0.231091478804927,-0.129421783643195,-0.0767419567246931,-0.231091478804927,"Right",-0.0388455253734092,-0.57379455594581,-0.459854150499699,-0.15278593081952,-0.57379455594581,"Right"
"PF3D7_0719500",-0.138487276675062,-0.166614788782622,-0.235930689210256,-0.0691713762474277,-0.235930689210256,"Mid",-0.0215316323621391,0.105822630886265,0.119456365034936,-0.0351653665108096,0.119456365034936,"Mid",0.116955644312923,0.272437419668887,0.355387054245191,0.0340060097366181,0.355387054245191,"Mid"
"PF3D7_0719600",-0.016385151811848,-0.101184415703084,0.022728122880193,-0.140297690395125,-0.140297690395125,"Sides",0.158036286421478,0.0873387853107611,0.232890870487998,0.0124842012442409,0.232890870487998,"Mid",0.174421438233326,0.188523201013845,0.210162747607805,0.152781891639366,0.210162747607805,"Mid"
"PF3D7_0719700",-0.0327669621869647,0.234394259050695,0.174109668132417,0.0275176287313134,0.234394259050695,"Right",-0.150529866047624,-0.0950707546616043,-0.0901242625823813,-0.155476358126847,-0.155476358126847,"Sides",-0.11776290386066,-0.3294650137123,-0.264233930714798,-0.182993986858161,-0.3294650137123,"Right"
"PF3D7_0719800",0.116489430453905,0.189249358908267,0.293631664479552,0.0121071248826206,0.293631664479552,"Mid",0.0744538206898709,0.070190696000599,0.159345188732198,-0.0147006720417283,0.159345188732198,"Mid",-0.0420356097640344,-0.119058662907668,-0.134286475747354,-0.0268077969243489,-0.134286475747354,"Mid"
"PF3D7_0719900",-0.0593335763812301,0.0708336020004943,0.0598939352473481,-0.048393909628084,0.0708336020004943,"Right",-0.138966471508521,-0.213919720667106,-0.251137676127609,-0.101748516048019,-0.251137676127609,"Mid",-0.079632895127291,-0.2847533226676,-0.311031611374957,-0.0533546064199348,-0.311031611374957,"Mid"
"PF3D7_0720000",0.0310486868749973,-0.198641778673072,-0.170349211443183,0.00275611964510912,-0.198641778673072,"Right",0.104149120637512,0.192915380828074,0.252705508924554,0.0443589925410325,0.252705508924554,"Mid",0.0731004337625149,0.391557159501146,0.423054720367738,0.0416028728959233,0.423054720367738,"Mid"
"PF3D7_0720100",-0.141546519791327,-0.00515134612747774,-0.0605670432402328,-0.086130822678572,-0.141546519791327,"Left",-0.309839187351648,0.0304140958630777,-0.0479171055670604,-0.23150798592151,-0.309839187351648,"Left",-0.168292667560321,0.0355654419905554,0.0126499376731725,-0.145377163242938,-0.168292667560321,"Left"
"PF3D7_0720200",0.108132206806256,0.128656824678342,0.161596214527515,0.0751928169570831,0.161596214527515,"Mid",-0.0755279986210432,0.189376242528352,0.222233037845477,-0.108384793938169,0.222233037845477,"Mid",-0.183660205427299,0.0607194178500094,0.0606368233179622,-0.183577610895252,-0.183660205427299,"Left"
"PF3D7_0720300",-2.22669105444866,-2.05353417563923,-2.17119710638778,-2.10902812370011,-2.22669105444866,"Left",-0.637287267595967,-1.08892482104769,-0.695201468556089,-1.03101062008757,-1.08892482104769,"Right",1.58940378685269,0.964609354591543,1.47599563783169,1.07801750361254,1.58940378685269,"Left"
"PF3D7_0720400",0.243629479661418,0.052259817908087,0.253012392935962,0.042876904633543,0.253012392935962,"Mid",0.235865521008779,0.378031234814217,0.443652833160203,0.170243922662792,0.443652833160203,"Mid",-0.00776395865263985,0.32577141690613,0.190640440224241,0.127367018029249,0.32577141690613,"Right"
"PF3D7_0720500",-0.398993039281036,-0.0301039610720347,-0.100944732971354,-0.328152267381716,-0.398993039281036,"Left",0.333629607818461,0.337471508278121,0.331076571789232,0.340024544307351,0.340024544307351,"Sides",0.732622647099498,0.367575469350156,0.432021304760586,0.668176811689067,0.732622647099498,"Left"
"PF3D7_0720600",0.094910731186964,-0.269736504951275,-0.120348269971199,-0.0544775037931123,-0.269736504951275,"Right",0.0350106307981801,-0.120425809927812,0.0671831286910465,-0.152598307820679,-0.152598307820679,"Sides",-0.0599001003887839,0.149310695023463,0.187531398662245,-0.0981208040275662,0.187531398662245,"Mid"
"PF3D7_0720700",-0.0267320316843029,-0.0808601475635217,0.0047055540588678,-0.112297733306692,-0.112297733306692,"Sides",-0.0027068765219968,-0.259832229764746,-0.132733249173325,-0.129805857113418,-0.259832229764746,"Right",0.0240251551623061,-0.178972082201224,-0.137438803232193,-0.0175081238067255,-0.178972082201224,"Right"
"PF3D7_0720800",-0.153425187981703,-0.0663806052047198,-0.0878066897163759,-0.131999103470047,-0.153425187981703,"Left",0.287995460949224,0.453222008031978,0.547120029248392,0.19409743973281,0.547120029248392,"Mid",0.441420648930927,0.519602613236698,0.634926718964768,0.326096543202857,0.634926718964768,"Mid"
"PF3D7_0720900",-0.0550364046881427,0.259642845664063,0.239936251063759,-0.0353298100878384,0.259642845664063,"Right",0.221594007701138,-0.160146601273879,0.0335436471627122,0.0279037592645471,0.221594007701138,"Left",0.276630412389281,-0.419789446937942,-0.206392603901047,0.0632335693523855,-0.419789446937942,"Right"
"PF3D7_0721000",0.0325383835836575,0.305741171838774,0.276314797086811,0.0619647583356197,0.305741171838774,"Right",-0.0761743097058336,-0.25948873120667,-0.179506871626546,-0.156156169285958,-0.25948873120667,"Right",-0.108712693289491,-0.565229903045444,-0.455821668713357,-0.218120927621578,-0.565229903045444,"Right"
"PF3D7_0721100",-0.290731007683131,-0.0144239974241727,-0.0195675157628995,-0.285587489344405,-0.290731007683131,"Left",0.0600985121894586,0.109045846588826,0.173038862988241,-0.00389450420995673,0.173038862988241,"Mid",0.350829519872589,0.123469844012999,0.19260637875114,0.281692985134448,0.350829519872589,"Left"
"PF3D7_0721200",0.248815984925013,0.356564045201173,0.490111324819281,0.115268705306906,0.490111324819281,"Mid",0.275380537238368,0.120207956838349,0.377152000641934,0.0184364934347835,0.377152000641934,"Mid",0.0265645523133544,-0.236356088362824,-0.112959324177347,-0.0968322118721223,-0.236356088362824,"Right"
"PF3D7_0721300",-0.00457991282328079,0.266290318641357,0.387212521082324,-0.125502115264247,0.387212521082324,"Mid",-0.0560888269954537,-0.15617058485433,-0.0433471991211157,-0.168912212728668,-0.168912212728668,"Sides",-0.0515089141721729,-0.422460903495687,-0.43055972020344,-0.0434100974644203,-0.43055972020344,"Mid"
"PF3D7_0721400",0.0230010118489454,-0.19845666030319,-0.125860823818223,-0.0495948246360222,-0.19845666030319,"Right",0.451127173736553,0.302755610293402,0.472609891733047,0.281272892296909,0.472609891733047,"Mid",0.428126161887608,0.501212270596592,0.59847071555127,0.330867716932931,0.59847071555127,"Mid"
"PF3D7_0721500",-0.0884163613946675,-0.0849993867695156,-0.0870574372069714,-0.0863583109572118,-0.0884163613946675,"Left",0.166178352688017,-0.131090902929787,0.0606153064817338,-0.0255278567235042,0.166178352688017,"Left",0.254594714082684,-0.0460915161602715,0.147672743688705,0.0608304542337076,0.254594714082684,"Left"
"PF3D7_0721600",0.0720426494088653,0.204913723057446,0.196599869179328,0.0803565032869826,0.204913723057446,"Right",0.163586671757743,0.355584860823655,0.330400919890324,0.188770612691075,0.355584860823655,"Right",0.0915440223488781,0.15067113776621,0.133801050710996,0.108414109404092,0.15067113776621,"Right"
"PF3D7_0721700",-0.285848780071174,-0.467199245488299,-0.703537886361983,-0.0495101391974904,-0.703537886361983,"Mid",-0.246880470825702,-0.0683105321634009,-0.248017220624523,-0.0671737823645797,-0.248017220624523,"Mid",0.0389683092454723,0.398888713324898,0.45552066573746,-0.0176636431670894,0.45552066573746,"Mid"
"PF3D7_0721800",0.319369970130035,-0.0586815288805811,-0.0504527991607423,0.311141240410196,0.319369970130035,"Left",0.206761807806801,0.139216947951138,0.249131571382288,0.0968471843756511,0.249131571382288,"Mid",-0.112608162323235,0.197898476831719,0.29958437054303,-0.214294056034545,0.29958437054303,"Mid"
"PF3D7_0721900",0.179837741288024,-0.272797741309888,-0.270230090006614,0.17727008998475,-0.272797741309888,"Right",0.116419872997136,0.443752947416222,0.282337689012171,0.277835131401188,0.443752947416222,"Right",-0.0634178682908877,0.71655068872611,0.552567779018785,0.100565041416437,0.71655068872611,"Right"
"PF3D7_0722000",0.207927691053681,0.549678929559291,0.74317336210122,0.0144332585117519,0.74317336210122,"Mid",0.0792329481996318,0.195626172299736,0.371752196878801,-0.0968930763794328,0.371752196878801,"Mid",-0.12869474285405,-0.354052757259555,-0.371421165222419,-0.111326334891185,-0.371421165222419,"Mid"
"PF3D7_0722100",-0.0957378395755661,-0.318438209427444,-0.413042079431192,-0.001133969571818,-0.413042079431192,"Mid",-0.143392080796517,0.0181511849650269,-0.0723776521235887,-0.0528632437079015,-0.143392080796517,"Left",-0.0476542412209512,0.336589394392471,0.340664427307604,-0.0517292741360835,0.340664427307604,"Mid"
"PF3D7_0722200",-0.259753695053567,-0.238211730895408,-0.106132124779578,-0.391833301169397,-0.391833301169397,"Sides",0.141823329268119,-0.144770019935355,0.0186471182840828,-0.0215938089513191,-0.144770019935355,"Right",0.401577024321686,0.0934417109600525,0.124779243063661,0.370239492218078,0.401577024321686,"Left"
"PF3D7_0722300",0.0979236620206358,0.246785129217545,0.363440168781366,-0.0187313775431851,0.363440168781366,"Mid",-0.204731039591088,-0.412811575899759,-0.326251910084727,-0.291290705406121,-0.412811575899759,"Right",-0.302654701611724,-0.659596705117304,-0.689692078866093,-0.272559327862935,-0.689692078866093,"Mid"
"PF3D7_0722400",0.191477858956059,0.156711318444322,0.244634966641235,0.103554210759147,0.244634966641235,"Mid",0.0185930460880525,0.407601204853416,0.413587678065984,0.0126065728754852,0.413587678065984,"Mid",-0.172884812868007,0.250889886409094,0.168952711424749,-0.0909476378836613,0.250889886409094,"Right"
"PF3D7_0722500",0.065799363687052,0.369265024343335,0.43345430157219,0.00161008645819697,0.43345430157219,"Mid",-0.150217950957379,-0.0948452213265686,0.0175284033461632,-0.262591575630111,-0.262591575630111,"Sides",-0.216017314644431,-0.464110245669904,-0.415925898226027,-0.264201662088308,-0.464110245669904,"Right"
"PF3D7_0722600",0.262975328399888,0.479152484043601,0.781343084133259,-0.0392152716897704,0.781343084133259,"Mid",0.228383585193505,0.0820097050278206,0.340737920532259,-0.0303446303109338,0.340737920532259,"Mid",-0.0345917432063832,-0.39714277901578,-0.440605163601,0.00887064137883659,-0.440605163601,"Mid"
"PF3D7_0722700",0.0128903779312439,-0.158984830657563,-0.0171188694501294,-0.12897558327619,-0.158984830657563,"Right",0.181077341949014,0.223337845407333,0.297016700491633,0.107398486864714,0.297016700491633,"Mid",0.168186964017771,0.382322676064896,0.314135569941763,0.236374070140903,0.382322676064896,"Right"
"PF3D7_0722800",0.17873394753321,-0.136107883977083,-0.174403367691747,0.217029431247875,0.217029431247875,"Sides",0.133219274569362,0.115898480422213,0.340002175049919,-0.0908844200583439,0.340002175049919,"Mid",-0.0455146729638478,0.252006364399295,0.514405542741666,-0.307913851306219,0.514405542741666,"Mid"
"PF3D7_0722900",-0.533930179761835,-0.590355098484046,-0.776309976818602,-0.347975301427278,-0.776309976818602,"Mid",0.976270335274658,0.00836791533607418,0.982693226648441,0.00194502396229224,0.982693226648441,"Mid",1.51020051503649,0.59872301382012,1.75900320346704,0.349920325389571,1.75900320346704,"Mid"
"PF3D7_0723000",0.0855298016611151,-0.0445988797147723,0.0707488254249196,-0.0298179034785768,0.0855298016611151,"Left",0.112307791810231,0.0481505571979578,0.138426214232236,0.0220321347759533,0.138426214232236,"Mid",0.0267779901491164,0.0927494369127301,0.0676773888073163,0.0518500382545301,0.0927494369127301,"Right"
"PF3D7_0723100",0.250392296634328,-0.0110527395218141,-0.0744441909807707,0.313783748093284,0.313783748093284,"Sides",0.322982864592562,-0.210414688045139,0.13989624470485,-0.027328068157427,0.322982864592562,"Left",0.0725905679582342,-0.199361948523325,0.21434043568562,-0.341111816250711,-0.341111816250711,"Sides"
"PF3D7_0723200",0.0735104475181682,-0.393556870299545,-0.565675602955992,0.245629180174616,-0.565675602955992,"Mid",-0.000840052155280768,0.252831255758712,0.0458547785692781,0.206136425034153,0.252831255758712,"Right",-0.074350499673449,0.646388126058257,0.61153038152527,-0.0394927551404629,0.646388126058257,"Right"
"PF3D7_0723300",0.0546495842151558,0.399780326767581,0.416504133395105,0.0379257775876322,0.416504133395105,"Mid",0.129791131664619,0.0762117675868066,0.140935358939099,0.0650675403123262,0.140935358939099,"Mid",0.0751415474494627,-0.323568559180775,-0.275568774456006,0.027141762724694,-0.323568559180775,"Right"
